phylum;class;order;family;genus;species
Mollusca;Gastropoda;Stylommatophora;Cepolidae;Euclastaria;Euclastaria musicola
Mollusca;Gastropoda;Littorinimorpha;Cassidae;Cassis;Cassis flammea
Mollusca;Polyplacophora;Chitonida;Ischnochitonidae;Ischnochiton;Ischnochiton striolatus
Arthropoda;Malacostraca;Decapoda;Xanthidae;Chlorodiella;
Cnidaria;Anthozoa;Actiniaria;Aiptasiidae;Bartholomea;Bartholomea annulata
Arthropoda;Malacostraca;Decapoda;Alpheidae;Synalpheus;Synalpheus fritzmuelleri
Mollusca;Gastropoda;Trochida;Turbinidae;Lithopoma;Lithopoma tuber
Arthropoda;Malacostraca;Decapoda;Grapsidae;Goniopsis;Goniopsis cruentata
Mollusca;Gastropoda;Littorinimorpha;Cassidae;Cassis;Cassis tuberosa
Mollusca;Gastropoda;Trochida;Skeneidae;Lodderena;Lodderena ornata
Arthropoda;Malacostraca;Decapoda;Alpheidae;Alpheus;Alpheus christofferseni
Annelida;Polychaeta;;;;
Mollusca;Gastropoda;Neogastropoda;Conidae;Conasprella;Conasprella stearnsii
Mollusca;Bivalvia;Pectinida;Pectinidae;Caribachlamys;Caribachlamys pellucens
Mollusca;Gastropoda;Neogastropoda;Olividae;Olivella;Olivella nivea
Arthropoda;Malacostraca;Decapoda;Diogenidae;Clibanarius;
Arthropoda;Malacostraca;Decapoda;Epialtidae;Epialtus;
Mollusca;Gastropoda;;Pyramidellidae;Turbonilla;Turbonilla pupoides
Arthropoda;Malacostraca;Decapoda;Porcellanidae;Petrolisthes;
Mollusca;Gastropoda;Littorinimorpha;Caecidae;Caecum;Caecum regulare
Mollusca;Gastropoda;Stylommatophora;Achatinidae;Allopeas;Allopeas micra
Mollusca;Gastropoda;Pleurobranchida;Pleurobranchidae;Pleurobranchus;Pleurobranchus areolatus
Arthropoda;Malacostraca;Decapoda;Xanthidae;Paraliomera;Paraliomera dispar
Arthropoda;Malacostraca;Decapoda;Hippolytidae;Lysmata;Lysmata intermedia
Mollusca;Gastropoda;;Rissoellidae;Rissoella;Rissoella caribaea
Mollusca;Gastropoda;Stylommatophora;Succineidae;Succinea;Succinea approximans
Echinodermata;Echinoidea;Camarodonta;Toxopneustidae;Lytechinus;Lytechinus variegatus
Mollusca;Gastropoda;Trochida;Skeneidae;Parviturbo;
Annelida;Polychaeta;;Chaetopteridae;Chaetopterus;
Mollusca;Bivalvia;Venerida;Chamidae;Chama;Chama congregata
Mollusca;Gastropoda;Littorinimorpha;Vermetidae;Vermetus;Vermetus irregularis
Mollusca;Bivalvia;Cardiida;Semelidae;Semele;Semele proficua
Mollusca;Gastropoda;Neogastropoda;Olividae;Olivella;Olivella exilis
Arthropoda;Malacostraca;Decapoda;Upogebiidae;;
Arthropoda;Malacostraca;Stomatopoda;Pseudosquillidae;Pseudosquilla;Pseudosquilla ciliata
Mollusca;Polyplacophora;Chitonida;Ischnochitonidae;Stenoplax;Stenoplax limaciformis
Mollusca;Gastropoda;Neogastropoda;Pisaniidae;Gemophos;Gemophos tinctus
Mollusca;Gastropoda;Trochida;Phasianellidae;Eulithidium;Eulithidium thalassicola
Mollusca;Bivalvia;Mytilida;Mytilidae;Modiolus;Modiolus americanus
Mollusca;Gastropoda;Neogastropoda;Costellariidae;Vexillum;Vexillum variatum
Mollusca;Gastropoda;Aplysiida;Aplysiidae;Dolabrifera;Dolabrifera dolabrifera
Mollusca;Gastropoda;Littorinimorpha;Littorinidae;Echinolittorina;Echinolittorina ziczac
Arthropoda;Malacostraca;Decapoda;Calcinidae;Calcinus;Calcinus tibicen
Mollusca;Gastropoda;Neogastropoda;Pseudomelatomidae;Pilsbryspira;Pilsbryspira albocincta
Arthropoda;Maxillopoda;Pedunculata;Lithotryidae;Lithotrya;Lithotrya dorsalis
Mollusca;Gastropoda;Littorinimorpha;Zebinidae;Zebina;Zebina sloaniana
Mollusca;Gastropoda;Lepetellida;Fissurellidae;Fissurella;Fissurella angusta
Mollusca;Polyplacophora;Chitonida;Callistoplacidae;Ceratozona;Ceratozona squalida
Arthropoda;Malacostraca;Decapoda;Palaemonidae;Cuapetes;Cuapetes americanus
Arthropoda;Malacostraca;Decapoda;Portunidae;Callinectes;Callinectes ornatus
Arthropoda;Malacostraca;Decapoda;Mithracidae;Amphithrax;Amphithrax aculeatus
Arthropoda;Malacostraca;Decapoda;Diogenidae;Clibanarius;Clibanarius tricolor
Cnidaria;Anthozoa;Actiniaria;;;
Mollusca;Gastropoda;Stylommatophora;Achatinidae;Beckianum;Beckianum beckianum
Mollusca;Gastropoda;Neogastropoda;Cystiscidae;Gibberula;Gibberula lavalleeana
Arthropoda;Malacostraca;Decapoda;Spongicolidae;Microprosthema;Microprosthema semilaeve
Mollusca;Gastropoda;;Triphoridae;Metaxia;Metaxia excelsa
Mollusca;Polyplacophora;Chitonida;Acanthochitonidae;Americhiton;Americhiton andersoni
Echinodermata;Ophiuroidea;Amphilepidida;Ophiotrichidae;Ophiothrix;Ophiothrix oerstedii
Arthropoda;Malacostraca;Decapoda;Leucosiidae;Ebalia;Ebalia cariosa
Mollusca;Gastropoda;Cephalaspidea;Bullidae;Bulla;Bulla striata
Mollusca;Bivalvia;Cardiida;Tellinidae;;
Arthropoda;Malacostraca;Decapoda;Alpheidae;Alpheus;Alpheus carlae
Mollusca;Gastropoda;Littorinimorpha;Tonnidae;Tonna;Tonna pennata
Mollusca;Gastropoda;Trochida;Liotiidae;Cyclostrema;
Arthropoda;Malacostraca;Decapoda;Portunidae;Portunus;Portunus ventralis
Annelida;Polychaeta;;Maldanidae;;
Annelida;Polychaeta;Echiuroidea;Echiuridae;;
Arthropoda;Malacostraca;Decapoda;Palaemonidae;Leander;Leander tenuicornis
Mollusca;Gastropoda;Neogastropoda;Columbellidae;Steironepion;Steironepion moniliferum
Mollusca;Gastropoda;Neogastropoda;Columbellidae;Astyris;Astyris lunata
Arthropoda;Malacostraca;Stomatopoda;Gonodactylidae;;
Echinodermata;Ophiuroidea;Amphilepidida;Amphiuridae;Amphipholis;Amphipholis squamata
Mollusca;Bivalvia;Solemyida;Solemyidae;Solemya;Solemya occidentalis
Cnidaria;Anthozoa;Zoantharia;Zoanthidae;Isaurus;
Arthropoda;Malacostraca;Decapoda;Mithracidae;Pitho;Pitho aculeata
Annelida;Polychaeta;Sabellida;Sabellidae;;
Mollusca;Gastropoda;Trochida;Areneidae;Arene;Arene cruentata
Arthropoda;Malacostraca;Amphipoda;Maeridae;Maera;
Mollusca;Gastropoda;Neogastropoda;Pseudomelatomidae;Strictispira;Strictispira drangai
Chordata;Ascidiacea;Phlebobranchia;Perophoridae;Ecteinascidia;
Echinodermata;Ophiuroidea;Amphilepidida;Ophiolepididae;Ophiolepis;Ophiolepis paucispina
Mollusca;Polyplacophora;Chitonida;Chitonidae;Chiton;Chiton tuberculatus
Arthropoda;Pycnogonida;;;;
Mollusca;Gastropoda;Neogastropoda;Harpidae;Morum;Morum oniscus
Echinodermata;Ophiuroidea;Ophiacanthida;Ophiodermatidae;Ophioderma;Ophioderma brevispinum
Arthropoda;Maxillopoda;Pedunculata;Lepadidae;Lepas;Lepas anatifera
Mollusca;Gastropoda;Neogastropoda;Muricidae;Stramonita;Stramonita rustica
Mollusca;Gastropoda;Littorinimorpha;Zebinidae;Schwartziella;Schwartziella bouryi
Mollusca;Gastropoda;;Modulidae;Modulus;Modulus modulus
Mollusca;Gastropoda;Neogastropoda;Marginellidae;Volvarina;Volvarina avena
Annelida;Polychaeta;Phyllodocida;Polynoidae;;
Mollusca;Bivalvia;Venerida;Veneridae;Gouldia;Gouldia cerina
Arthropoda;Malacostraca;Decapoda;Calappidae;Calappa;Calappa flammea
Arthropoda;Malacostraca;Decapoda;Xanthidae;Williamstimpsonia;Williamstimpsonia denticulatus
Arthropoda;Malacostraca;Decapoda;Portunidae;Achelous;Achelous ordwayi
Arthropoda;Malacostraca;Decapoda;Alpheidae;Alpheus;Alpheus packardii
Arthropoda;Malacostraca;Amphipoda;Ampeliscidae;;
Mollusca;Gastropoda;Neogastropoda;Fasciolariidae;Leucozonia;Leucozonia ocellata
Mollusca;Gastropoda;Neogastropoda;Turridae;;
Mollusca;Gastropoda;;Cerithiidae;Cerithium;Cerithium lutosum
Mollusca;Gastropoda;Littorinimorpha;Eulimidae;Pyramidelloides;Pyramidelloides carinatus
Mollusca;Gastropoda;Lepetellida;Fissurellidae;Diodora;Diodora arcuata
Mollusca;Gastropoda;Trochida;Areneidae;Arene;
Sipuncula;Phascolosomatidea;Phascolosomatiformes;Phascolosomatidae;Phascolosoma;
Mollusca;Gastropoda;Littorinimorpha;Rissoidae;Alvania;
Mollusca;Gastropoda;;Orbitestellidae;Orbitestella;Orbitestella bermudezi
Mollusca;Polyplacophora;;;;
Arthropoda;;;;;
Nemertea;Pilidiophora;Heteronemertea;Lineidae;Notospermus;Notospermus tricuspidatus
Arthropoda;Malacostraca;Stomatopoda;Nannosquillidae;;
Mollusca;Gastropoda;Littorinimorpha;Strombidae;Macrostrombus;Macrostrombus costatus
Echinodermata;Holothuroidea;Holothuriida;Holothuriidae;Holothuria;Holothuria unicolor
Mollusca;Bivalvia;Carditida;Condylocardiidae;Carditopsis;Carditopsis smithii
Mollusca;Bivalvia;Ostreida;Ostreidae;Ostrea;Ostrea equestris
Mollusca;Gastropoda;Littorinimorpha;Littorinidae;Littoraria;Littoraria angulifera
Arthropoda;Malacostraca;Decapoda;Alpheidae;Alpheus;Alpheus amblyonyx
Echinodermata;Holothuroidea;;;;
Mollusca;Gastropoda;Littorinimorpha;Cymatiidae;Monoplex;Monoplex nicobaricus
Arthropoda;Ostracoda;Myodocopida;Cylindroleberididae;Cylindroleberis;
Bryozoa;;;;;
Annelida;Polychaeta;Phyllodocida;Glyceridae;;
Mollusca;Gastropoda;Littorinimorpha;Rissoidae;Manzonia;
Arthropoda;Malacostraca;Decapoda;Axiidae;Paraxiopsis;
Arthropoda;Malacostraca;Decapoda;Pilumnidae;;
Mollusca;Bivalvia;Cardiida;Cardiidae;Papyridea;Papyridea soleniformis
Annelida;Polychaeta;Phyllodocida;Syllidae;;
Mollusca;Gastropoda;Trochida;Turbinidae;Lithopoma;Lithopoma phoebium
Arthropoda;Malacostraca;Decapoda;Panopeidae;Panopeus;Panopeus occidentalis
Mollusca;Bivalvia;Cardiida;Tellinidae;Tampaella;Tampaella mera
Mollusca;Gastropoda;Littorinimorpha;Caecidae;Caecum;Caecum lineicinctum
Mollusca;Gastropoda;;Pyramidellidae;Turbonilla;
Annelida;Polychaeta;Phyllodocida;Syllidae;Trypanosyllis;
Mollusca;Bivalvia;Cardiida;Tellinidae;Johnsonella;Johnsonella fausta
Echinodermata;Ophiuroidea;Ophiacanthida;Ophiodermatidae;Ophioderma;
Arthropoda;Malacostraca;Decapoda;Palaemonidae;Gnathophyllum;Gnathophyllum americanum
Arthropoda;Malacostraca;Decapoda;Hippolytidae;Thor;
Arthropoda;Malacostraca;Decapoda;Portunidae;Achelous;Achelous tumidulus
Arthropoda;Malacostraca;Decapoda;Gecarcinidae;Gecarcinus;Gecarcinus ruricola
Mollusca;Gastropoda;Trochida;Skeneidae;Lissospira;Lissospira ornata
Annelida;Polychaeta;Amphinomida;Amphinomidae;;
Mollusca;Gastropoda;Neogastropoda;Columbellidae;Steironepion;
Arthropoda;Malacostraca;Tanaidacea;;;
Mollusca;Gastropoda;Neogastropoda;Cystiscidae;Gibberula;
Mollusca;Gastropoda;;Pyramidellidae;Pyramidella;
Echinodermata;Holothuroidea;Dendrochirotida;;;
Mollusca;Gastropoda;;Modulidae;Trochomodulus;Trochomodulus carchedonius
Arthropoda;Malacostraca;Decapoda;Xanthidae;Cataleptodius;
Echinodermata;Holothuroidea;Holothuriida;Holothuriidae;Holothuria;
Echinodermata;Echinoidea;;;;
Arthropoda;Malacostraca;Decapoda;Leucosiidae;Speloeophorus;Speloeophorus nodosus
Mollusca;Gastropoda;Cephalaspidea;Cylindrobullidae;Cylindrobulla;Cylindrobulla beauii
Mollusca;Gastropoda;Cephalaspidea;Aplustridae;Micromelo;Micromelo undatus
Arthropoda;Malacostraca;Decapoda;Leucosiidae;Ebalia;Ebalia stimpsoni
Sipuncula;Phascolosomatidea;Aspidosiphoniformes;Aspidosiphonidae;;
Mollusca;Gastropoda;;Cerithiidae;Cerithium;Cerithium eburneum
Mollusca;Bivalvia;Lucinida;Lucinidae;Lucinisca;Lucinisca muricata
Annelida;Polychaeta;;Flabelligeridae;;
Annelida;Polychaeta;Eunicida;Eunicidae;;
Mollusca;Gastropoda;Neogastropoda;Nassariidae;Engoniophos;Engoniophos unicinctus
Annelida;Polychaeta;Phyllodocida;Sigalionidae;;
Annelida;Polychaeta;Phyllodocida;Acoetidae;;
Mollusca;Bivalvia;Lucinida;Lucinidae;Lucina;Lucina pensylvanica
Arthropoda;Malacostraca;Decapoda;Mithracidae;Mithraculus;
Mollusca;Gastropoda;Littorinimorpha;Rissoinidae;Ailinzebina;Ailinzebina elegantissima
Echinodermata;Ophiuroidea;Ophiacanthida;Ophiocomidae;Ophiocomella;Ophiocomella ophiactoides
Arthropoda;Malacostraca;Decapoda;Porcellanidae;Megalobrachium;
Mollusca;Gastropoda;Littorinimorpha;Vermetidae;Thylacodes;Thylacodes decussatus
Arthropoda;Malacostraca;Decapoda;Alpheidae;Alpheus;Alpheus paracrinitus
Annelida;Polychaeta;Amphinomida;Amphinomidae;Chloeia;
Mollusca;Gastropoda;Littorinimorpha;Anabathridae;Amphithalamus;Amphithalamus vallei
Arthropoda;Ostracoda;Podocopida;Bairdiidae;Neonesidea;
Mollusca;Bivalvia;Arcida;Arcidae;Arca;Arca imbricata
Mollusca;Gastropoda;Neogastropoda;Drilliidae;Clathrodrillia;Clathrodrillia solida
Arthropoda;Maxillopoda;Kentrogonida;Sacculinidae;Sacculina;
Annelida;Polychaeta;;Opheliidae;;
Echinodermata;Ophiuroidea;Ophiacanthida;Ophiomyxidae;Ophiomyxa;Ophiomyxa flaccida
Annelida;Polychaeta;;Cirratulidae;;
Arthropoda;Maxillopoda;Pedunculata;Lepadidae;Lepas;
Arthropoda;Malacostraca;Decapoda;Dromiidae;Hypoconcha;Hypoconcha parasitica
Echinodermata;Ophiuroidea;;;;
Mollusca;Gastropoda;Neogastropoda;Muricidae;Favartia;Favartia alveata
Mollusca;Gastropoda;Neogastropoda;Costellariidae;Vexillum;Vexillum dermestinum
Echinodermata;Ophiuroidea;Amphilepidida;Amphiuridae;;
Mollusca;Gastropoda;Littorinimorpha;Hipponicidae;Cheilea;Cheilea striata
Arthropoda;Malacostraca;Decapoda;Portunidae;Portunus;
Mollusca;Gastropoda;Trochida;Trochidae;Pseudostomatella;Pseudostomatella cycloradiata
Mollusca;Gastropoda;Neogastropoda;Pseudomelatomidae;Pilsbryspira;Pilsbryspira nodata
Mollusca;Bivalvia;Venerida;Veneridae;Petricola;Petricola lapicida
Mollusca;Gastropoda;Cephalaspidea;Haminoeidae;Atys;Atys sharpi
Sipuncula;Phascolosomatidea;Aspidosiphoniformes;Aspidosiphonidae;Aspidosiphon;
Mollusca;Gastropoda;Littorinimorpha;Eulimidae;Melanella;Melanella conoidea
Mollusca;Gastropoda;Neogastropoda;Olividae;Oliva;Oliva reticulata
Cnidaria;Anthozoa;Actiniaria;Edwardsiidae;;
Arthropoda;Malacostraca;Decapoda;Epialtidae;Macrocoeloma;
Mollusca;Gastropoda;Littorinimorpha;Littorinidae;Echinolittorina;Echinolittorina dilatata
Echinodermata;Ophiuroidea;Ophiacanthida;Ophiocomidae;Ophiocoma;
Mollusca;Gastropoda;Neogastropoda;Pseudomelatomidae;Crassispira;Crassispira quadrifasciata
Echinodermata;Holothuroidea;Holothuriida;Holothuriidae;Holothuria;Holothuria grisea
Mollusca;Gastropoda;;Cerithiidae;Bittiolum;Bittiolum varium
Mollusca;Bivalvia;Venerida;Veneridae;Chioneryx;Chioneryx grus
Mollusca;Gastropoda;Littorinimorpha;Littorinidae;Echinolittorina;Echinolittorina meleagris
Arthropoda;Malacostraca;Decapoda;Portunidae;Callinectes;Callinectes marginatus
Arthropoda;Malacostraca;Decapoda;Percnidae;Percnon;Percnon gibbesi
Arthropoda;Arachnida;Araneae;Araneidae;Gasteracantha;Gasteracantha cancriformis
Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Euphorbia;Euphorbia graminea
Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Euphorbia;Euphorbia ophthalmica
Tracheophyta;Liliopsida;Alismatales;Araceae;Epipremnum;Epipremnum aureum
Mollusca;Cephalopoda;Spirulida;Spirulidae;Spirula;Spirula spirula
Mollusca;Gastropoda;Neogastropoda;Horaiclavidae;Buchema;Buchema tainoa
Mollusca;Polyplacophora;Chitonida;Chitonidae;Chiton;Chiton squamosus
Mollusca;Gastropoda;Cycloneritida;Neritidae;Puperita;Puperita pupa
Arthropoda;Insecta;Lepidoptera;Cossidae;Morpheis;
Tracheophyta;Liliopsida;Arecales;Arecaceae;Washingtonia;Washingtonia robusta
Mollusca;Gastropoda;;Pyramidellidae;Odostomia;
Mollusca;Gastropoda;Neogastropoda;Conidae;Conus;Conus spurius
Mollusca;Gastropoda;Littorinimorpha;Caecidae;Caecum;Caecum debile
Mollusca;Gastropoda;Littorinimorpha;Caecidae;Caecum;Caecum insularum
Mollusca;Gastropoda;Trochida;Calliostomatidae;Calliostoma;Calliostoma jujubinum
Mollusca;Gastropoda;Littorinimorpha;Caecidae;Caecum;Caecum circumvolutum
Mollusca;Gastropoda;Neogastropoda;Costellariidae;Atlantilux;Atlantilux puella
Mollusca;Gastropoda;Neogastropoda;Mitridae;Probata;Probata barbadensis
Mollusca;Gastropoda;Neogastropoda;Conidae;Conus;Conus regius
Mollusca;Gastropoda;Neogastropoda;Mangeliidae;Pyrgocythara;Pyrgocythara cinctella
Mollusca;Gastropoda;Neogastropoda;Conidae;Conasprella;Conasprella puncticulata
Mollusca;Gastropoda;Neogastropoda;Marginellidae;Volvarina;Volvarina taeniolata
Mollusca;Gastropoda;Littorinimorpha;Naticidae;Polinices;Polinices hepaticus
Mollusca;Gastropoda;Neogastropoda;Muricidae;Stramonita;Stramonita floridana
Mollusca;Gastropoda;Neogastropoda;Terebridae;Hastula;Hastula hastata
Mollusca;Gastropoda;Neogastropoda;Muricidae;Murexsul;Murexsul oxytatus
Mollusca;Gastropoda;Neogastropoda;Columbellidae;Costoanachis;Costoanachis sparsa
Mollusca;Gastropoda;Lepetellida;Fissurellidae;Fissurella;
Mollusca;Gastropoda;Neogastropoda;Columbellidae;Anachis;Anachis jungi
Mollusca;Gastropoda;Littorinimorpha;Cymatiidae;Linatella;Linatella caudata
Mollusca;Gastropoda;Cephalaspidea;Bullidae;Bulla;Bulla occidentalis
Mollusca;Gastropoda;Siphonariida;Siphonariidae;Siphonaria;Siphonaria pectinata
Mollusca;Gastropoda;Littorinimorpha;Cymatiidae;Monoplex;Monoplex pilearis
Mollusca;Gastropoda;Neogastropoda;Fasciolariidae;Pustulatirus;Pustulatirus eppi
Mollusca;Gastropoda;Littorinimorpha;Cassidae;Semicassis;Semicassis granulata
Mollusca;Gastropoda;Neogastropoda;Fasciolariidae;Polygona;Polygona infundibulum
Mollusca;Gastropoda;Ellobiida;Trimusculidae;Trimusculus;Trimusculus goesi
Mollusca;Gastropoda;Neogastropoda;Conidae;Conus;Conus attenuatus
Mollusca;Gastropoda;Neogastropoda;Cancellariidae;Cancellaria;Cancellaria reticulata
Mollusca;Gastropoda;Ellobiida;Ellobiidae;Melampus;Melampus bullaoides
Mollusca;Gastropoda;Littorinimorpha;Cymatiidae;Cymatium;Cymatium femorale
Mollusca;Gastropoda;Neogastropoda;Columbellidae;Steironepion;Steironepion minus
Mollusca;Gastropoda;;Turritellidae;Turritella;
Mollusca;Gastropoda;;Turritellidae;Turritella;Turritella hastula
Mollusca;Gastropoda;;Turritellidae;Mesalia;Mesalia obruta
Mollusca;Gastropoda;Littorinimorpha;Eulimidae;Aclis;Aclis minor
Mollusca;Gastropoda;Littorinimorpha;Charoniidae;Charonia;Charonia variegata
Mollusca;Gastropoda;Neogastropoda;Columbellidae;Costoanachis;Costoanachis catenata
Mollusca;Gastropoda;Lepetellida;Fissurellidae;Diodora;Diodora minuta
Mollusca;Gastropoda;Cephalaspidea;Tornatinidae;Acteocina;Acteocina canaliculata
Mollusca;Gastropoda;Neogastropoda;Turbinellidae;Vasum;Vasum capitellum
Mollusca;Gastropoda;Lepetellida;Fissurellidae;Diodora;Diodora viridula
Mollusca;Gastropoda;Littorinimorpha;Vermetidae;Petaloconchus;Petaloconchus floridanus
Mollusca;Gastropoda;;Turritellidae;Turritella;Turritella variegata
Mollusca;Gastropoda;Neogastropoda;Olividae;;
Mollusca;Gastropoda;Trochida;Calliostomatidae;Calliostoma;Calliostoma tampaense
Mollusca;Gastropoda;Lepetellida;Fissurellidae;Fissurella;Fissurella rosea
Mollusca;Bivalvia;Pectinida;Pectinidae;Aequipecten;Aequipecten exasperatus
Mollusca;Gastropoda;Neogastropoda;Conidae;Conasprella;Conasprella mindana
Mollusca;Bivalvia;Cardiida;Cardiidae;Trachycardium;Trachycardium isocardia
Mollusca;Gastropoda;Neogastropoda;Conidae;Conasprella;Conasprella jaspidea
Mollusca;Gastropoda;Littorinimorpha;Caecidae;Caecum;Caecum antillarum
Mollusca;Gastropoda;Neogastropoda;Pseudomelatomidae;Crassispira;Crassispira elatior
Mollusca;Gastropoda;Trochida;Trochidae;Pseudostomatella;Pseudostomatella coccinea
Mollusca;Gastropoda;Littorinimorpha;Vermetidae;Petaloconchus;Petaloconchus erectus
Mollusca;Gastropoda;Littorinimorpha;Naticidae;Sinum;Sinum perspectivum
Mollusca;Gastropoda;Neogastropoda;Columbellidae;Parvanachis;Parvanachis obesa
Mollusca;Gastropoda;Neogastropoda;Ancillariidae;Eburna;Eburna balteata
Mollusca;Gastropoda;Neogastropoda;Colubrariidae;Colubraria;Colubraria kathiewayana
Mollusca;Gastropoda;Neogastropoda;Turbinellidae;Vasum;Vasum muricatum
Mollusca;Gastropoda;Littorinimorpha;Rissoidae;Simulamerelina;Simulamerelina didyma
Mollusca;Gastropoda;;Turritellidae;Turritella;Turritella bacillum
Mollusca;Gastropoda;Neogastropoda;Columbellidae;Anachis;
Mollusca;Bivalvia;Pectinida;Pectinidae;Argopecten;Argopecten gibbus
Mollusca;Gastropoda;Neogastropoda;Columbellidae;Anachis;Anachis demanorum
Mollusca;Gastropoda;Neogastropoda;Terebridae;Hastula;Hastula cinerea
Mollusca;Gastropoda;Neogastropoda;Columbellidae;Mitrella;Mitrella dichroa
Mollusca;Gastropoda;Neogastropoda;Columbellidae;Conella;Conella ovuloides
Mollusca;Gastropoda;;Cerithiidae;Cerithium;Cerithium atratum
Mollusca;Gastropoda;Cycloneritida;Neritidae;Nerita;
Mollusca;Gastropoda;Lepetellida;Fissurellidae;Lucapina;
Mollusca;Gastropoda;Lepetellida;Fissurellidae;Diodora;Diodora cayenensis
Mollusca;Gastropoda;Neogastropoda;Cancellariidae;Tritonoharpa;Tritonoharpa lanceolata
Mollusca;Gastropoda;Neogastropoda;Pisaniidae;Ameranna;Ameranna willemsae
Mollusca;Gastropoda;;Turritellidae;Turritella;Turritella carrisaensis
Mollusca;Gastropoda;Littorinimorpha;Cassidae;Cassis;Cassis madagascariensis
Mollusca;Gastropoda;Lepetellida;Fissurellidae;Fissurella;Fissurella fascicularis
Mollusca;Gastropoda;Lepetellida;Fissurellidae;Diodora;Diodora dysoni
Mollusca;Bivalvia;Pectinida;Pectinidae;Antillipecten;Antillipecten antillarum
Mollusca;Gastropoda;Littorinimorpha;Ovulidae;Cyphoma;Cyphoma signatum
Mollusca;Gastropoda;Neogastropoda;Mangeliidae;Glyphoturris;Glyphoturris quadrata
Mollusca;Gastropoda;Neogastropoda;Conidae;Conus;Conus ermineus
Arthropoda;Malacostraca;Isopoda;Anthuridae;Cyathura;
Arthropoda;Malacostraca;Decapoda;Ocypodidae;Minuca;Minuca burgersi
Porifera;Demospongiae;Agelasida;Agelasidae;Agelas;Agelas dispar
Porifera;Demospongiae;Haplosclerida;Petrosiidae;Neopetrosia;Neopetrosia carbonaria
Porifera;Demospongiae;Poecilosclerida;Tedaniidae;Tedania;Tedania ignis
Porifera;Demospongiae;Suberitida;Halichondriidae;Halichondria;Halichondria melanadocia
Chordata;Actinopterygii;Cyprinodontiformes;Poeciliidae;Poecilia;Poecilia vandepolli
Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Gliricidia;Gliricidia sepium
Chlorophyta;Ulvophyceae;Siphonocladales;Valoniaceae;Valonia;Valonia ventricosa
Arthropoda;Malacostraca;Decapoda;Xanthidae;;
Arthropoda;Malacostraca;Decapoda;;;
Arthropoda;Malacostraca;Decapoda;Dromiidae;;
Arthropoda;Malacostraca;Decapoda;Calappidae;;
Arthropoda;Malacostraca;Decapoda;Calappidae;Calappa;Calappa ocellata
Arthropoda;Insecta;Lepidoptera;Crambidae;Lygropia;Lygropia fusalis
Arthropoda;Insecta;Coleoptera;Coccinellidae;Chilocorus;Chilocorus cacti
Arthropoda;Insecta;Lepidoptera;Hesperiidae;Panoquina;Panoquina panoquinoides
Arthropoda;Insecta;Orthoptera;Tettigoniidae;Phoebolampta;Phoebolampta caeruleotergum
Arthropoda;Insecta;Odonata;Libellulidae;Brachymesia;Brachymesia herbida
Arthropoda;Insecta;Odonata;Libellulidae;Orthemis;Orthemis macrostigma
Arthropoda;Arachnida;Araneae;Tetragnathidae;Leucauge;Leucauge regnyi
Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Euphorbia;Euphorbia heterophylla
Chordata;Actinopterygii;Perciformes;Labrisomidae;Paraclinus;Paraclinus cingulatus
Chordata;Actinopterygii;Beloniformes;Belonidae;Tylosurus;Tylosurus crocodilus
Chordata;Actinopterygii;Perciformes;Pomacentridae;Stegastes;Stegastes leucostictus
Tracheophyta;Liliopsida;Zingiberales;Musaceae;Musa;Musa paradisiaca
Chordata;Actinopterygii;Perciformes;Lutjanidae;Lutjanus;Lutjanus apodus
Chordata;Actinopterygii;Perciformes;Acanthuridae;Acanthurus;Acanthurus coeruleus
Cyanobacteria;Cyanobacteriia;Cyanobacteriales;Rivulariaceae;Dichothrix;Dichothrix penicillata
Arthropoda;Insecta;Lepidoptera;Erebidae;Utetheisa;Utetheisa ornatrix
Chordata;Aves;Anseriformes;Anatidae;Anas;Anas acuta
Chordata;Aves;Passeriformes;Hirundinidae;Riparia;Riparia riparia
Chordata;Aves;Passeriformes;Parulidae;Geothlypis;Geothlypis formosa
Chordata;Aves;Anseriformes;Anatidae;Lophodytes;Lophodytes cucullatus
Chordata;Aves;Charadriiformes;Stercorariidae;Stercorarius;Stercorarius pomarinus
Ascomycota;Lecanoromycetes;Pertusariales;Pertusariaceae;Pertusaria;Pertusaria achroiza
Ascomycota;Lecanoromycetes;Pertusariales;Pertusariaceae;Pertusaria;
Ascomycota;Sordariomycetes;Xylariales;Xylariaceae;Rosellinia;Rosellinia subiculata
Arthropoda;Insecta;Coleoptera;Carabidae;Selenophorus;
Ochrophyta;Phaeophyceae;Dictyotales;Dictyotaceae;Dictyopteris;Dictyopteris delicatula
Rhodophyta;Florideophyceae;Ceramiales;Rhodomelaceae;Chondria;Chondria capillaris
Rhodophyta;Florideophyceae;Ceramiales;Rhodomelaceae;Laurencia;Laurencia dendroidea
Rhodophyta;Florideophyceae;Gelidiales;Pterocladiaceae;Pterocladiella;Pterocladiella capillacea
Bryophyta;Bryopsida;Hypnales;Thuidiaceae;Pelekium;Pelekium involvens
Bryophyta;Bryopsida;Hypnales;Sematophyllaceae;Taxithelium;Taxithelium planum
